customer_id,transaction_date,monetary_value
C0232,2023-04-30,73.05
C0232,2023-05-10,114.79
C0232,2023-07-04,88.73
C0232,2023-11-16,204.67
C0232,2023-12-10,26.76
C0232,2023-12-14,92.75
C0233,2023-04-19,32.29
C0233,2023-06-06,162.08
C0233,2023-07-14,42.59
C0233,2023-07-17,127.98
C0233,2023-09-28,184.27
C0233,2023-10-16,32.85
C0233,2023-11-11,44.99
C0234,2023-03-22,187.57
C0234,2023-06-01,83.77
C0234,2023-06-06,65.15
C0234,2023-07-23,29.72
C0234,2023-08-13,68.86
C0234,2023-12-17,32.94
C0235,2023-02-11,48.59
C0235,2023-08-12,32.62
C0235,2023-09-05,173.47
C0235,2023-10-07,97.29
C0235,2023-10-10,82.1
C0235,2023-10-11,55.57
C0235,2023-12-14,166.44
C0236,2023-03-08,35.69
C0236,2023-05-02,62.23
C0236,2023-06-14,63.13
C0236,2023-10-16,67.6
C0237,2023-03-08,63.4
C0237,2023-07-19,82.02
C0237,2023-09-29,62.09
C0237,2023-11-06,42.89
C0238,2023-05-15,59.41
C0238,2023-05-17,49.06
C0238,2023-09-15,79.96
C0239,2023-01-25,79.45
C0239,2023-07-20,68.77
C0239,2023-08-02,149.3
C0239,2023-10-07,148.75
C0239,2023-10-10,100.95
C0239,2023-10-13,79.0
C0239,2023-10-21,87.67
C0240,2023-06-08,163.46
C0240,2023-10-10,76.99
C0240,2023-11-08,35.54
C0241,2023-03-30,156.72
C0242,2023-02-18,9.7
C0242,2023-07-23,166.87
C0242,2023-08-02,241.1
C0242,2023-09-22,72.32
C0242,2023-09-30,18.12
C0242,2023-11-14,113.28
C0243,2023-08-30,23.14
C0243,2023-10-25,38.83
C0244,2023-02-24,94.24
C0244,2023-03-21,118.6
C0244,2023-04-07,82.02
C0244,2023-06-19,68.05
C0244,2023-09-30,20.07
C0245,2023-01-25,130.96
C0245,2023-04-01,35.35
C0245,2023-07-30,60.8
C0245,2023-10-29,45.19
C0245,2023-11-05,134.75
C0246,2023-01-06,42.02
C0246,2023-01-07,56.38
C0246,2023-01-30,65.21
C0246,2023-04-23,15.93
C0246,2023-04-24,19.2
C0246,2023-09-15,112.39
C0246,2023-12-01,131.55
C0247,2023-05-16,157.63
C0247,2023-05-19,144.78
C0247,2023-11-13,129.52
C0248,2023-01-20,64.19
C0248,2023-05-17,65.06
C0248,2023-06-15,23.35
C0248,2023-08-05,22.58
C0248,2023-09-04,111.33
C0248,2023-09-05,24.96
C0249,2023-01-10,82.93
C0249,2023-01-23,10.73
C0249,2023-06-15,86.36
C0249,2023-07-31,71.12
C0249,2023-09-08,86.68
C0249,2023-12-13,122.65
C0250,2023-01-12,74.0
C0250,2023-01-19,36.94
C0250,2023-05-10,26.77
C0250,2023-06-04,96.56
C0251,2023-04-15,76.83
C0251,2023-09-27,108.37
C0251,2023-10-20,44.76
C0252,2023-09-02,56.7
C0253,2023-01-26,14.63
C0253,2023-02-01,55.33
C0253,2023-03-18,15.08
C0253,2023-03-25,46.63
C0253,2023-05-21,29.69
C0254,2023-03-04,36.85
C0254,2023-04-21,110.29
C0254,2023-05-10,156.33
C0254,2023-05-14,38.56
C0254,2023-10-11,120.45
C0254,2023-11-24,70.28
C0254,2023-12-23,60.64
C0255,2023-01-21,25.44
C0255,2023-10-28,6.93
C0256,2023-03-14,157.62
C0256,2023-08-31,82.12
C0256,2023-12-28,4.96
C0257,2023-05-12,198.16
C0257,2023-06-26,44.42
C0257,2023-11-02,11.12
C0257,2023-11-10,77.27
C0258,2023-05-28,23.84
C0258,2023-11-14,69.3
C0259,2023-03-08,72.83
C0259,2023-03-09,68.03
C0259,2023-03-21,86.7
C0259,2023-04-12,44.21
C0259,2023-04-15,133.35
C0259,2023-07-28,84.39
C0259,2023-10-29,87.95
C0260,2023-04-03,247.47
C0261,2023-01-01,225.31
C0261,2023-08-17,58.94
C0261,2023-10-17,25.48
C0261,2023-11-14,108.92
C0262,2023-01-03,63.8
C0262,2023-08-04,146.37
C0262,2023-08-11,95.67
C0262,2023-10-09,57.64
C0262,2023-10-14,95.68
C0262,2023-12-04,128.83
C0263,2023-07-06,104.08
C0264,2023-06-20,47.7
C0265,2023-01-10,79.9
C0265,2023-02-28,76.64
C0265,2023-06-09,32.99
C0265,2023-06-13,135.22
C0265,2023-07-21,45.77
C0265,2023-11-03,80.43
C0266,2023-04-27,47.22
C0266,2023-05-14,34.69
C0266,2023-11-01,59.04
C0266,2023-11-09,30.18
C0266,2023-12-05,24.36
C0267,2023-04-07,33.11
C0267,2023-04-26,116.97
C0267,2023-08-12,111.87
C0267,2023-09-05,154.13
C0267,2023-11-06,41.81
C0267,2023-11-19,55.38
C0267,2023-12-12,119.69
C0268,2023-01-23,46.5
C0268,2023-12-05,80.39
C0269,2023-01-02,26.35
C0269,2023-01-22,35.8
C0269,2023-03-11,43.29
C0269,2023-06-13,127.15
C0269,2023-11-27,60.09
C0269,2023-11-30,49.49
C0270,2023-03-11,116.88
C0270,2023-04-10,34.63
C0270,2023-04-25,12.24
C0270,2023-09-10,75.66
C0271,2023-02-20,173.75
C0271,2023-05-10,32.46
C0271,2023-05-23,73.68
C0271,2023-08-02,37.45
C0271,2023-08-19,169.38
C0271,2023-09-25,57.34
C0271,2023-12-13,52.38
C0272,2023-01-25,157.59
C0272,2023-02-13,95.38
C0272,2023-03-20,31.37
C0272,2023-06-19,68.48
C0272,2023-12-24,80.9
C0273,2023-01-12,58.38
C0273,2023-10-17,42.79
C0274,2023-09-10,48.17
C0275,2023-04-03,60.95
C0275,2023-05-12,142.88
C0275,2023-07-30,42.48
C0275,2023-08-13,122.48
C0275,2023-10-28,18.34
C0276,2023-02-20,3.0
C0276,2023-03-08,58.93
C0276,2023-04-11,36.92
C0276,2023-07-30,27.68
C0276,2023-10-06,35.03
C0276,2023-10-13,91.81
C0277,2023-01-29,56.11
C0277,2023-02-12,130.79
C0277,2023-05-10,51.25
C0277,2023-06-02,21.3
C0277,2023-08-12,38.44
C0277,2023-08-30,175.65
C0277,2023-12-09,34.03
C0278,2023-01-11,43.91
C0278,2023-02-27,78.23
C0278,2023-03-22,33.46
C0278,2023-04-16,27.15
C0278,2023-07-09,7.6
C0278,2023-07-23,39.89
C0278,2023-11-28,53.72
C0279,2023-02-23,41.95
C0279,2023-06-06,55.28
C0279,2023-09-24,131.18
C0279,2023-10-28,98.41
C0279,2023-11-01,46.26
C0280,2023-03-20,120.07
C0280,2023-07-24,125.63
C0280,2023-10-30,87.05
C0280,2023-11-19,50.16
C0280,2023-11-26,52.24
C0281,2023-01-10,30.91
C0281,2023-08-09,22.99
C0281,2023-08-29,93.69
C0281,2023-09-09,26.01
C0281,2023-12-28,53.28
C0282,2023-10-18,116.16
C0283,2023-01-07,127.39
C0283,2023-01-09,49.86
C0283,2023-03-01,45.07
C0283,2023-03-27,42.14
C0283,2023-08-08,60.42
C0283,2023-08-30,50.41
C0283,2023-11-01,61.47
C0284,2023-04-01,59.83
C0284,2023-04-25,65.71
C0284,2023-05-13,161.43
C0284,2023-09-12,84.89
C0285,2023-01-19,10.84
C0285,2023-03-23,41.61
C0285,2023-03-24,99.73
C0285,2023-06-05,36.43
C0285,2023-10-22,11.57
C0285,2023-10-26,39.5
C0285,2023-10-31,76.78
C0286,2023-07-19,25.43
C0286,2023-09-25,30.36
C0286,2023-11-29,54.81
C0287,2023-03-12,52.15
C0287,2023-04-05,95.83
C0287,2023-05-24,104.75
C0287,2023-08-23,26.39
C0287,2023-09-12,49.79
C0287,2023-11-20,132.44
C0288,2023-01-11,29.2
C0288,2023-01-13,65.55
C0288,2023-01-30,66.94
C0288,2023-06-12,50.11
C0288,2023-12-28,156.11
C0289,2023-07-02,59.8
C0290,2023-02-17,66.64
C0291,2023-01-06,36.5
C0291,2023-01-15,108.98
C0291,2023-03-18,113.42
C0291,2023-04-18,87.03
C0291,2023-10-26,169.92
C0291,2023-11-21,158.13
C0291,2023-12-29,15.86
C0292,2023-04-29,44.48
C0292,2023-06-19,25.94
C0292,2023-08-27,95.78
C0292,2023-08-30,82.6
C0292,2023-12-11,24.3
C0293,2023-01-05,28.25
C0293,2023-01-30,191.21
C0294,2023-05-26,83.55
C0294,2023-08-20,139.61
C0294,2023-10-22,102.07
C0295,2023-02-25,9.29
C0295,2023-09-23,111.72
C0295,2023-10-20,45.42
C0295,2023-11-07,109.72
C0295,2023-11-11,35.41
C0295,2023-12-28,35.62
C0296,2023-02-19,49.79
C0296,2023-04-29,36.88
C0296,2023-05-06,78.52
C0296,2023-07-23,49.71
C0296,2023-08-31,78.0
C0296,2023-09-24,22.89
C0297,2023-05-21,36.95
C0297,2023-07-21,47.57
C0297,2023-10-24,6.11
C0297,2023-10-25,35.81
C0297,2023-10-28,57.21
C0297,2023-11-23,11.14
C0297,2023-11-25,49.08
C0298,2023-09-03,35.91
C0298,2023-09-06,48.92
C0299,2023-02-13,51.72
C0299,2023-04-04,143.2
C0299,2023-07-29,99.86
C0300,2023-03-13,126.45
C0300,2023-06-11,255.66
C0300,2023-08-14,40.57
C0300,2023-11-07,132.31
C0301,2023-04-18,226.45
C0301,2023-12-07,39.55
C0302,2023-08-12,18.23
C0303,2023-01-28,120.63
C0303,2023-02-19,104.0
C0303,2023-11-23,175.0
C0304,2023-05-01,75.25
C0304,2023-05-25,25.61
C0304,2023-09-04,75.11
C0304,2023-09-14,30.65
C0304,2023-10-07,57.31
C0305,2023-01-23,45.52
C0305,2023-02-08,157.35
C0305,2023-02-11,154.83
C0305,2023-07-02,7.41
C0305,2023-11-15,25.26
C0305,2023-12-10,44.64
C0306,2023-02-10,45.6
C0306,2023-03-01,156.34
C0306,2023-04-19,113.93
C0306,2023-09-04,36.6
C0306,2023-11-13,54.13
C0307,2023-01-29,17.27
C0307,2023-07-17,35.6
C0307,2023-07-26,196.81
C0307,2023-11-28,21.0
C0308,2023-06-21,41.17
C0308,2023-07-03,29.86
C0309,2023-02-15,92.97
C0309,2023-04-12,35.29
C0309,2023-10-13,91.42
C0309,2023-12-10,146.9
C0310,2023-01-05,61.39
C0310,2023-05-05,11.58
C0310,2023-11-15,111.5
C0311,2023-01-20,52.89
C0311,2023-05-20,19.71
C0311,2023-08-07,80.48
C0311,2023-11-26,134.29
C0312,2023-01-06,60.22
C0312,2023-03-21,70.5
C0312,2023-04-01,48.56
C0312,2023-06-12,64.19
C0312,2023-06-20,39.08
C0312,2023-12-08,114.36
C0313,2023-01-30,49.34
C0313,2023-06-11,48.39
C0314,2023-03-12,55.3
C0314,2023-04-09,64.47
C0314,2023-05-21,74.25
C0314,2023-11-09,65.37
C0314,2023-11-19,95.74
C0314,2023-12-14,91.01
C0315,2023-01-17,16.19
C0315,2023-04-19,70.43
C0315,2023-11-04,80.14
C0315,2023-12-12,70.96
C0316,2023-01-21,179.68
C0316,2023-03-04,29.95
C0316,2023-04-15,67.34
C0316,2023-05-01,89.17
C0316,2023-09-03,23.15
C0316,2023-10-07,63.37
C0317,2023-07-19,108.07
C0317,2023-09-05,62.9
C0318,2023-08-25,46.65
C0319,2023-03-08,113.88
C0319,2023-03-23,135.19
C0319,2023-05-26,33.46
C0319,2023-05-30,86.15
C0319,2023-10-31,88.34
C0319,2023-12-24,35.82
C0320,2023-02-19,85.6
C0320,2023-05-25,146.06
C0320,2023-05-27,25.84
C0320,2023-07-09,129.64
C0320,2023-09-04,14.58
C0320,2023-12-30,257.34
C0321,2023-01-26,21.58
C0321,2023-10-30,42.1
C0322,2023-07-27,63.46
C0322,2023-09-11,54.1
C0322,2023-10-18,243.41
C0323,2023-01-23,56.49
C0323,2023-03-08,80.17
C0323,2023-04-27,39.63
C0323,2023-06-01,70.12
C0323,2023-09-11,33.1
C0324,2023-03-13,51.55
C0325,2023-02-14,86.54
C0325,2023-04-26,135.21
C0325,2023-08-03,31.59
C0325,2023-08-17,45.82
C0326,2023-04-22,17.66
C0326,2023-07-22,186.83
C0327,2023-01-06,119.81
C0327,2023-05-12,52.28
C0327,2023-07-31,33.8
C0327,2023-08-09,24.87
C0327,2023-09-18,124.25
C0327,2023-09-21,93.13
C0327,2023-10-10,48.98
C0328,2023-02-20,52.03
C0328,2023-03-22,106.02
C0328,2023-03-26,35.96
C0328,2023-04-04,21.76
C0328,2023-07-02,48.33
C0328,2023-11-10,57.41
C0328,2023-11-24,84.09
C0329,2023-02-25,48.83
C0330,2023-09-24,58.41
C0331,2023-05-14,49.81
C0331,2023-09-23,47.06
C0332,2023-03-14,85.45
C0332,2023-04-09,77.51
C0332,2023-05-16,59.69
C0332,2023-05-28,87.38
C0332,2023-10-13,30.35
C0332,2023-11-28,63.47
C0333,2023-06-27,38.71
C0333,2023-07-19,112.29
C0333,2023-11-15,47.82
C0333,2023-12-05,112.31
C0334,2023-02-13,82.92
C0334,2023-04-24,79.79
C0334,2023-07-06,133.18
C0335,2023-04-25,23.77
C0335,2023-11-10,121.88
C0335,2023-12-12,111.63
C0336,2023-04-23,91.83
C0336,2023-08-21,118.48
C0336,2023-11-10,14.47
C0337,2023-05-27,101.34
C0337,2023-06-21,36.25
C0337,2023-12-07,48.02
C0337,2023-12-07,44.84
C0337,2023-12-25,56.23
C0338,2023-02-20,66.06
C0338,2023-04-01,54.02
C0338,2023-04-09,21.37
C0338,2023-04-19,23.88
C0338,2023-05-24,65.67
C0338,2023-10-11,123.12
C0338,2023-12-10,74.96
C0339,2023-05-30,43.21
C0339,2023-06-20,48.16
C0339,2023-10-26,39.27
C0339,2023-11-08,135.11
C0339,2023-11-23,106.87
C0340,2023-01-20,38.27
C0340,2023-03-16,90.84
C0340,2023-05-06,80.26
C0340,2023-06-02,72.71
C0340,2023-12-03,8.47
C0341,2023-09-20,73.2
C0342,2023-02-09,106.37
C0342,2023-03-26,20.19
C0342,2023-10-01,111.48
C0342,2023-12-02,127.73
C0343,2023-01-04,56.06
C0343,2023-11-13,156.62
C0344,2023-04-12,81.02
C0344,2023-07-25,76.48
C0345,2023-01-03,44.45
C0345,2023-03-27,121.91
C0345,2023-05-07,28.43
C0345,2023-05-28,35.99
C0345,2023-09-15,75.96
C0346,2023-05-13,22.27
C0346,2023-06-10,77.37
C0346,2023-12-23,171.97
C0347,2023-04-19,32.23
C0347,2023-04-19,45.59
C0348,2023-01-26,56.44
C0348,2023-01-29,75.22
C0348,2023-02-15,161.89
C0348,2023-03-11,68.08
C0348,2023-07-18,40.66
C0348,2023-10-27,33.06
C0348,2023-11-28,115.5
C0349,2023-03-12,7.85
C0349,2023-06-13,29.81
C0349,2023-09-13,177.9
C0350,2023-02-01,45.2
C0350,2023-05-18,60.91
C0351,2023-09-13,81.71
C0351,2023-09-26,40.22
C0351,2023-11-08,236.94
C0351,2023-12-20,72.38
C0352,2023-02-23,78.11
C0352,2023-03-12,110.97
C0352,2023-08-18,23.97
C0353,2023-03-30,27.32
C0353,2023-06-05,102.35
C0353,2023-07-21,69.86
C0353,2023-08-14,107.21
C0353,2023-09-09,118.41
C0353,2023-10-29,7.17
C0353,2023-12-20,44.68
C0354,2023-09-07,50.16
C0355,2023-02-01,58.55
C0355,2023-03-15,17.95
C0355,2023-07-19,76.79
C0356,2023-02-14,80.16
C0356,2023-03-01,168.78
C0356,2023-04-23,20.91
C0356,2023-12-05,72.22
C0357,2023-03-15,269.47
C0357,2023-11-21,67.9
C0358,2023-03-24,33.08
C0358,2023-04-04,58.1
C0358,2023-06-19,100.65
C0358,2023-09-29,94.27
C0358,2023-12-02,49.14
C0359,2023-01-15,120.02
C0359,2023-05-04,144.21
C0359,2023-07-18,13.32
C0359,2023-08-08,209.06
C0359,2023-09-29,54.33
C0360,2023-03-20,61.21
C0360,2023-04-17,92.34
C0360,2023-06-26,186.19
C0360,2023-09-19,75.41
C0360,2023-10-01,54.08
C0360,2023-12-20,51.25
C0361,2023-05-11,28.29
C0362,2023-02-25,17.15
C0362,2023-09-23,112.6
C0363,2023-01-25,104.72
C0363,2023-05-05,50.76
C0363,2023-08-25,36.5
C0364,2023-03-11,87.37
C0364,2023-07-22,49.56
C0364,2023-08-02,26.13
C0365,2023-03-13,114.93
C0365,2023-03-19,96.99
C0365,2023-07-15,12.36
C0365,2023-08-20,94.61
C0365,2023-09-15,61.36
C0366,2023-02-03,94.13
C0366,2023-02-07,92.07
C0366,2023-07-14,92.28
C0366,2023-10-27,33.99
C0367,2023-09-23,90.02
C0367,2023-12-03,152.15
C0368,2023-01-10,109.36
C0368,2023-02-19,37.52
C0368,2023-04-01,85.84
C0368,2023-04-13,95.88
C0368,2023-05-29,18.43
C0368,2023-09-23,35.65
C0368,2023-10-24,48.46
C0369,2023-01-05,107.82
C0369,2023-02-01,21.4
C0369,2023-06-27,94.84
C0369,2023-07-21,45.73
C0369,2023-09-28,97.17
C0369,2023-12-21,30.48
C0370,2023-05-20,74.17
C0370,2023-06-05,48.28
C0370,2023-07-19,54.19
C0370,2023-09-20,49.38
C0371,2023-02-06,113.81
C0371,2023-02-08,78.19
C0371,2023-04-26,120.99
C0371,2023-05-14,37.84
C0371,2023-10-07,213.52
C0371,2023-12-19,31.06
C0372,2023-01-24,26.18
C0372,2023-02-11,68.74
C0372,2023-03-02,18.33
C0372,2023-03-04,76.16
C0372,2023-07-19,84.29
C0373,2023-01-30,75.25
C0373,2023-07-30,29.82
C0373,2023-09-07,80.63
C0373,2023-12-07,109.62
C0374,2023-04-26,114.02
C0374,2023-05-27,19.4
C0374,2023-06-23,99.01
C0374,2023-09-02,16.48
C0374,2023-11-05,51.65
C0375,2023-02-17,141.79
C0375,2023-03-16,55.59
C0375,2023-06-05,110.83
C0375,2023-07-26,68.59
C0375,2023-10-08,27.55
C0376,2023-03-20,33.85
C0376,2023-08-18,16.45
C0376,2023-08-18,59.32
C0376,2023-12-04,49.9
C0377,2023-03-07,129.88
C0377,2023-03-21,36.36
C0377,2023-06-08,166.79
C0377,2023-11-14,49.89
C0377,2023-12-12,54.86
C0378,2023-02-13,12.16
C0378,2023-12-15,180.97
C0379,2023-01-03,106.93
C0379,2023-05-30,53.33
C0379,2023-06-03,69.45
C0379,2023-07-04,67.99
C0379,2023-08-31,143.8
C0379,2023-09-13,82.68
C0380,2023-01-31,68.88
C0380,2023-05-21,37.28
C0380,2023-06-25,91.13
C0380,2023-09-12,46.12
C0380,2023-11-11,65.57
C0380,2023-12-19,88.57
C0381,2023-03-06,129.57
C0381,2023-07-07,47.36
C0381,2023-08-13,49.36
C0381,2023-08-26,58.69
C0381,2023-09-19,143.78
C0382,2023-09-20,31.06
C0383,2023-01-08,99.62
C0383,2023-01-18,59.32
C0383,2023-01-29,30.91
C0383,2023-03-10,72.07
C0383,2023-10-07,67.9
C0384,2023-04-12,76.36
C0384,2023-05-03,27.77
C0384,2023-06-15,70.0
C0384,2023-07-05,41.08
C0384,2023-08-13,89.35
C0384,2023-12-05,2.87
C0384,2023-12-18,54.32
C0385,2023-04-05,44.02
C0385,2023-05-07,94.68
C0385,2023-05-24,71.71
C0385,2023-08-17,192.75
C0385,2023-09-06,81.69
C0385,2023-10-17,86.83
C0385,2023-12-09,52.33
C0386,2023-11-08,250.94
C0387,2023-02-03,63.23
C0387,2023-02-07,73.15
C0387,2023-04-18,9.38
C0388,2023-03-23,94.77
C0388,2023-03-28,123.74
C0388,2023-04-06,74.18
C0388,2023-07-04,36.97
C0389,2023-02-15,55.06
C0389,2023-07-07,102.33
C0389,2023-07-20,51.56
C0389,2023-08-01,42.77
C0389,2023-08-07,50.65
C0389,2023-09-09,53.69
C0389,2023-09-20,76.33
C0390,2023-03-12,22.38
C0390,2023-04-28,105.83
C0391,2023-01-03,27.26
C0391,2023-05-20,38.1
C0391,2023-06-29,18.2
C0391,2023-07-01,14.78
C0392,2023-01-27,37.29
C0392,2023-03-14,30.49
C0392,2023-05-07,35.91
C0392,2023-07-18,30.78
C0392,2023-08-15,101.27
C0392,2023-12-14,40.96
C0393,2023-01-05,102.98
C0393,2023-02-03,43.38
C0393,2023-04-08,39.99
C0393,2023-05-11,38.75
C0393,2023-06-07,101.58
C0393,2023-09-30,27.56
C0394,2023-06-12,57.82
C0394,2023-09-10,125.57
C0394,2023-09-23,164.68
C0394,2023-12-27,85.48
C0395,2023-04-06,160.84
C0395,2023-07-09,178.91
C0395,2023-09-21,83.66
C0396,2023-03-08,54.61
C0396,2023-04-24,15.58
C0396,2023-04-28,84.53
C0396,2023-06-29,102.01
C0396,2023-07-04,94.77
C0397,2023-01-15,99.9
C0397,2023-04-07,102.02
C0397,2023-07-02,43.65
C0397,2023-10-07,12.07
C0398,2023-03-01,64.67
C0398,2023-09-10,6.45
C0398,2023-10-18,203.3
C0399,2023-02-17,53.05
C0399,2023-04-26,19.32
C0399,2023-08-15,131.48
C0399,2023-08-23,48.44
C0399,2023-09-28,77.58
C0400,2023-05-05,32.79
C0400,2023-12-31,31.04
C0401,2023-01-28,14.47
C0401,2023-03-23,28.72
C0402,2023-02-16,60.04
C0402,2023-06-10,49.44
C0402,2023-08-24,39.73
C0402,2023-08-25,62.34
C0402,2023-08-26,74.26
C0402,2023-11-29,95.77
C0402,2023-12-25,50.71
C0403,2023-01-21,8.01
C0403,2023-04-23,85.85
C0403,2023-05-06,38.21
C0403,2023-09-13,126.7
C0403,2023-10-01,64.21
C0404,2023-03-12,92.54
C0404,2023-03-30,99.9
C0404,2023-06-03,11.5
C0404,2023-07-20,36.84
C0404,2023-11-03,88.62
C0404,2023-11-17,156.03
C0405,2023-02-09,81.25
C0405,2023-02-15,16.3
C0405,2023-05-25,48.76
C0405,2023-05-27,99.44
C0405,2023-07-11,80.17
C0405,2023-12-12,27.61
C0406,2023-03-09,126.31
C0406,2023-08-18,80.34
C0406,2023-12-18,139.77
C0407,2023-08-30,63.55
C0407,2023-10-23,205.09
C0408,2023-04-25,25.23
C0409,2023-01-18,78.46
C0409,2023-03-21,99.01
C0409,2023-08-15,36.73
C0410,2023-04-23,29.28
C0410,2023-05-28,28.95
C0410,2023-06-13,79.89
C0410,2023-08-05,57.07
C0410,2023-09-07,78.83
C0410,2023-10-03,37.41
C0410,2023-12-26,62.85
C0411,2023-01-26,89.08
C0411,2023-06-21,91.53
C0411,2023-07-10,271.11
C0411,2023-10-26,21.05
C0412,2023-02-05,7.97
C0412,2023-03-02,196.83
C0412,2023-05-10,85.11
C0412,2023-10-27,118.1
C0412,2023-12-04,60.24
C0413,2023-01-03,32.73
C0413,2023-03-08,37.65
C0413,2023-03-24,41.56
C0413,2023-05-05,2.45
C0413,2023-06-20,33.21
C0413,2023-09-08,72.41
C0414,2023-01-25,75.84
C0414,2023-04-03,102.31
C0414,2023-04-08,152.35
C0414,2023-09-27,20.17
C0414,2023-11-16,101.02
C0415,2023-01-03,24.72
C0415,2023-01-17,58.48
C0415,2023-03-05,37.19
C0415,2023-03-06,69.42
C0415,2023-07-31,58.57
C0415,2023-11-30,45.08
C0416,2023-02-06,57.36
C0416,2023-04-10,54.41
C0416,2023-10-25,39.9
C0417,2023-09-16,84.54
C0418,2023-03-05,32.46
C0418,2023-06-12,41.5
C0418,2023-07-01,74.06
C0418,2023-09-16,64.64
C0418,2023-09-25,72.23
C0418,2023-11-04,85.46
C0418,2023-12-05,141.72
C0419,2023-04-01,83.33
C0419,2023-11-29,29.07
C0420,2023-03-19,151.73
C0420,2023-03-28,44.9
C0420,2023-04-27,67.5
C0420,2023-07-04,52.26
C0420,2023-09-26,64.27
C0421,2023-04-09,60.44
C0421,2023-11-17,45.67
C0421,2023-12-25,28.4
C0422,2023-06-01,95.27
C0423,2023-01-20,49.06
C0423,2023-01-21,101.45
C0423,2023-06-11,48.88
C0423,2023-07-05,162.76
C0423,2023-09-13,99.8
C0423,2023-09-14,38.59
C0423,2023-11-29,35.79
C0424,2023-07-14,28.15
C0424,2023-08-19,70.66
C0425,2023-01-19,51.74
C0425,2023-03-08,61.49
C0425,2023-04-21,149.59
C0425,2023-06-17,111.04
C0425,2023-06-20,57.43
C0426,2023-01-29,12.81
C0426,2023-05-01,113.24
C0426,2023-08-13,128.77
C0426,2023-11-22,40.24
C0427,2023-02-07,16.76
C0427,2023-05-14,53.66
C0427,2023-09-14,124.21
C0428,2023-01-12,79.75
C0429,2023-05-27,33.21
C0429,2023-05-29,89.13
C0429,2023-10-08,92.31
C0429,2023-10-09,46.61
C0429,2023-10-23,105.23
C0429,2023-12-12,70.74
C0430,2023-04-05,25.63
C0430,2023-05-26,70.55
C0430,2023-07-03,43.47
C0430,2023-07-15,78.32
C0430,2023-09-13,91.56
C0430,2023-12-25,81.11
C0431,2023-02-24,46.13
C0432,2023-03-19,75.8
C0432,2023-08-10,39.5
C0432,2023-11-10,78.64
C0433,2023-02-18,32.78
C0433,2023-06-16,126.95
C0433,2023-07-19,54.33
C0433,2023-07-19,55.13
C0433,2023-10-03,48.64
C0434,2023-01-06,42.24
C0434,2023-08-13,78.58
C0435,2023-02-16,77.23
C0435,2023-11-15,121.46
C0436,2023-09-13,65.67
C0436,2023-10-04,30.76
C0437,2023-05-12,87.09
C0438,2023-06-22,8.4
C0438,2023-06-28,60.63
C0438,2023-06-29,9.47
C0438,2023-10-31,62.09
C0438,2023-11-06,152.72
C0439,2023-02-08,42.37
C0439,2023-10-10,89.46
C0440,2023-04-28,33.93
C0440,2023-05-11,35.36
C0440,2023-05-18,98.85
C0440,2023-06-13,31.97
C0440,2023-07-18,39.51
C0440,2023-07-21,130.53
C0440,2023-12-19,50.55
C0441,2023-03-10,85.09
C0441,2023-04-08,162.18
C0441,2023-04-13,92.89
C0441,2023-06-06,1.93
C0441,2023-07-09,48.02
C0441,2023-10-27,20.16
C0442,2023-10-15,71.12
C0442,2023-10-20,35.38
C0442,2023-12-31,46.56
C0443,2023-02-10,70.04
C0443,2023-03-13,132.58
C0443,2023-04-25,43.89
C0443,2023-08-15,81.24
C0443,2023-08-21,61.7
C0443,2023-09-13,49.9
C0443,2023-11-18,30.81
C0444,2023-03-16,90.45
C0444,2023-09-06,108.13
C0444,2023-09-30,64.45
C0444,2023-12-30,20.46
C0445,2023-01-20,55.02
C0445,2023-01-20,260.05
C0445,2023-02-21,129.28
C0445,2023-08-17,111.4
C0445,2023-11-02,15.4
C0446,2023-01-06,55.68
C0446,2023-03-29,49.82
C0446,2023-05-12,67.39
C0446,2023-05-23,118.04
C0447,2023-04-05,42.96
C0447,2023-05-04,59.68
C0448,2023-02-25,21.19
C0448,2023-05-09,19.68
C0448,2023-10-10,32.76
C0448,2023-10-21,95.45
C0449,2023-01-26,65.02
C0449,2023-03-06,57.44
C0449,2023-05-10,47.79
C0449,2023-06-30,29.94
C0449,2023-07-03,27.11
C0449,2023-12-15,98.19
C0450,2023-10-04,26.58
C0451,2023-02-03,82.46
C0451,2023-04-15,54.08
C0451,2023-07-23,32.63
C0451,2023-11-22,61.86
C0452,2023-02-05,121.66
C0452,2023-07-02,20.86
C0452,2023-11-04,139.74
C0452,2023-12-22,219.14
C0452,2023-12-25,133.65
C0453,2023-07-17,37.81
C0453,2023-08-10,65.66
C0453,2023-10-21,34.15
C0453,2023-11-07,68.27
C0454,2023-04-27,40.13
C0454,2023-12-14,55.14
C0455,2023-01-08,75.95
C0455,2023-08-19,24.96
C0455,2023-09-14,135.95
C0456,2023-07-11,15.62
C0457,2023-04-12,68.79
C0457,2023-07-30,51.29
C0457,2023-08-25,39.72
C0457,2023-09-22,55.58
C0457,2023-12-07,33.44
C0458,2023-12-24,6.14
C0459,2023-03-03,57.68
C0459,2023-03-30,21.54
C0459,2023-07-05,144.27
C0459,2023-09-29,140.47
C0460,2023-01-03,106.33
C0460,2023-01-14,70.89
C0460,2023-04-10,99.11
C0460,2023-07-09,62.27
C0460,2023-08-06,16.96
C0460,2023-09-17,56.15
C0460,2023-12-24,13.11
C0461,2023-01-22,123.09
C0461,2023-03-12,95.46
